DETLOC,Name,Address,City,County,State,Zip,AOR,Date of Last Use,Date of First Use,Lat,Lng
AKCCANC,STATE CORRECTIONAL CENTER,625 C STREET,ANCHORAGE,ANCHORAGE,AK,99501,SEA,19/02/2008,24/01/1991,61.21602455,-149.884685
STEUBNY,STEUBEN COUNTY JAIL,7007 RUMSEY STREET EXTENSION,BATH,STEUBEN,NY,14810,BUF,13/11/2013,6/11/87,42.349616,-77.295631
STEVEWA,STEVENS COUNTY JAIL,215 SOUTH OAK STREET,COLVILLE,STEVENS,WA,99114,SEA,19/12/2016,5/12/03,48.54252786,-117.9041854
STWRTGA,STEWART DETENTION CENTER,146 CCA ROAD,LUMPKIN,STEWART,GA,31815,ATL,4/11/17,1/9/00,32.036676,-84.771746
STK,STOCKTON STAGING FACILITY,22 EAST MARKET STREET,STOCKTON,SAN JOAQUIN,CA,95202,SFR,25/05/2017,28/05/2009,37.9511281,-121.2899487
STONEMO,STONE COUNTY JAIL,5TH AND MAPLE,GALENA,STONE,MO,65656,CHI,5/4/04,22/03/2000,36.805412,-93.465763
STOPDIL,STONE PARK POLICE DEPARTMENT,1629 NORTH MANNHEIM ROAD,STONE PARK,COOK,IL,60165,CHI,30/04/2009,6/7/88,41.8991876,-87.8836911
STORYIA,STORY COUNTY JAIL,1315 SOUTH B AVENUE,NEVADA,STORY,IA,50201,SPM,4/11/17,29/10/1998,42.009888,-93.44177051
STRAFNH,STRAFFORD COUNTY CORRECTIONS,266 COUNTY FARM ROAD,DOVER,STRAFFORD,NH,3820,BOS,4/11/17,11/2/91,43.2192302,-70.93860828
STUHOLD,STUART HOLD ROOM,3500 SE COMMERCE AVE,STUART,MARTIN,FL,34997,MIA,18/09/2017,14/09/2016,27.155589,-80.212243
STUTSND,STUTSMAN COUNTY,205 6TH STREET SE,JAMESTOWN,STUTSMAN,ND,58401,SPM,15/04/2012,8/9/95,46.9032087,-98.70653896
SUFFONY,SUFFOLK COUNTY,100 CENTER DRIVE,RIVERHEAD,SUFFOLK,NY,11901,NYC,4/11/17,21/05/2007,40.914484,-72.670754
SUFFOMA,SUFFOLK COUNTY HOUSE OF CORRECTIONS,20 BRADSTON STREET,BOSTON,SUFFOLK,MA,2118,BOS,4/11/17,5/11/96,42.3329215,-71.0709394
SULPHLA,SULPHUR CITY,500 B N HUNTINGTON,SULPHUR,CALCASIEU,LA,70663,NOL,2/6/04,2/6/04,30.234529,-93.377297
SUMMICO,SUMMIT COUNTY JAIL,501 NORTH PARK AVENUE,BRECKENRIDGE,SUMMIT,CO,80424,DEN,1/7/08,14/11/1991,39.4895663,-106.0484145
SUMMIUT,SUMMIT COUNTY JAIL,6300 NORTH SILVER CREEK DRIVE,PARK CITY,SUMMIT,UT,84098,SLC,16/04/2009,13/11/1995,40.720554,-111.478368
SUNNYWA,SUNNYSIDE JAIL,401 HOMER STREET,SUNNYSIDE,YAKIMA,WA,98944,SEA,30/12/2008,12/7/04,46.32866171,-120.0231876
SUSSEDE,SUSSEX COUNTY PRISON,23203 DUPONT BOULEVARD,GEORGETOWN,GEORGETOWN,DE,19947,PHI,4/1/88,22/12/1987,38.6988197,-75.4006577
SWEETMT,SWEETWATER COUNTY JAIL,200 WEST 1ST AVENUE,BIG TIMBER,SWEET GRASS,MT,59011,SLC,27/05/2008,17/01/2005,45.8335503,-109.9576651
SWEETWY,SWEETWATER COUNTY JAIL,50140 UNITED STATES HIGHWAY 191 SOUTH,ROCK SPRINGS,SWEETWATER,WY,82901,DEN,1/10/17,14/01/1992,41.537427,-109.301349
BOPTDG,TALLADEGA FEDERAL CORRECTIONAL INSTITUTE,565 EAST RENFROE ROAD,TALLADEGA,TALLADEGA,AL,35160,NOL,9/2/05,12/7/80,33.424671,-86.144754
TALHOLD,TALLAHASSEE HOLD ROOM,1530 COMMONWEALTH BUSINESS BLVD,TALLAHASSEE,LEON,FL,32303,MIA,30/07/2016,29/07/2016,30.471947,-84.354361
TAMHOLD,TAMPA HOLD ROOM,"1201 Orient Rd, Tampa, FL 33619",TAMPA,HILLSBOROUGH,FL,33619,MIA,31/10/2017,2/5/11,27.959412,-82.372276
TANGILA,TANGIPAHOA PARISH JAIL,101 CAMPO LANE,AMITE,TANGIPAHOA,LA,70422,NOL,2/8/05,10/8/88,30.728717,-90.520211
TARRATX,TARRANT COUNTY JAIL,100 N. LAMAR ST.,FT. WORTH,TARRANT,TX,76196,DAL,19/02/2004,4/1/96,32.755679,-97.336173
MATSHOS,TAUNTON STATE HOSPITAL,23 SUMMER STREET,TAUNTON,BRISTOL,MA,2780,BOS,2/10/17,26/05/2005,41.9009817,-71.0892959
TAYLOTX,TAYLOR COUNTY ADULT DETENTION FACILITY,910 SOUTH 27TH STREET,ABILENE,TAYLOR,TX,79602,DAL,3/1/12,1/3/99,32.4179209,-99.7679054
TAYLOIA,TAYLOR COUNTY COURTHOUSE,405 JEFFERSON STREET,BEDFORD,TAYLOR,IA,50833,SPM,23/01/2003,8/2/00,40.66800304,-94.71909137
TAYPDMI,"TAYLOR POLICE DEPARTMENT (TAYLOR, MICHIGAN)",23515 GODDARD ROAD,TAYLOR,WAYNE,MI,48180,DET,6/2/06,10/3/94,42.226508,-83.26285543
TXDCWOM,TDC/WOMENS,"	1210 Coryell City Road, Gatesville, TX 76528",GATESVILLE,CORYELL,TX,76528,SNA,12/9/07,12/2/04,31.461072,-97.729578
TXDOMIN,TDC-DOMINGUEZ UNIT,"	6535 Cagnon Road, San Antonio, TX 78252-2202 ",SAN ANTONIO,BEXAR,TX,78252,SNA,2/8/07,12/2/04,29.366255,-98.710833
TEHAMCA,TEHAMA COUNTY JAIL,502 OAK STREET,RED BLUFF,TEHAMA,CA,96080,SFR,28/09/2004,5/6/91,40.1756406,-122.2368541
TELLECO,TELLER COUNTY JAIL,288 WEAVERVILLE ROAD,DIVIDE,TELLER,CO,80814,DEN,1/8/17,7/10/98,38.94236032,-105.1539447
TEMPLCA,TEMPLE MEDICAL,124 NORTH VIGNES STREET,LOS ANGELES,LOS ANGELES,CA,90012,LOS,27/10/2015,7/5/10,34.04851296,-118.2339782
TENSALA,TENSAS PARISH DETENTION CENTER,8606 HWY 65,WATERPROOF,TENSAS,LA,71375,NOL,1/3/16,11/12/95,31.808719,-91.397103
BOPTHA,TERRE HAUTE USP,HIGHWAY 63 SOUTH,TERRE HAUTE,VIGO,IN,47808,CHI,23/08/2017,18/06/1980,39.416285,-87.450698
TETONWY,TETON COUNTY JAIL (WYOMING),180 S. KING STREET,JACKSON,TETON,WY,82716,DEN,2/11/17,4/11/93,43.4777463,-110.7603554
MATEWKS,TEWKSBURY STATE HOSPITAL,918 MAIN STREET,TEWKSBURY,MIDDLESEX,MA,1876,BOS,5/3/09,20/01/2009,42.613319,-71.23592
TEXARAR,TEXARKANA ARKANSAS POLICE DEPARTMENT,100 NORTH STATELINE AVENUE,TEXARKANA,MILLER,AR,71854,NOL,28/07/2003,23/05/2001,33.420881,-94.043166
BOPTEX,TEXARKANA FEDERAL CORRECTIONAL INSTITUTE,"4001 Leopard Drive
Texarkana, TX 75501",TEXARKANA,BOWIE,TX,75505,DAL,11/7/05,22/10/1980,33.376781,-94.088607
TXAHOLD,TEXARKANA HOLDROOM,100 NORTH STATELINE AVENUE,TEXARKANA,MILLER,AR,71854,NOL,14/08/2016,9/8/16,33.420881,-94.043166
BRIJUTX,THE BRIDGE (YOUTH ALTERNATIVE),3103 WEST AVENUE,SAN ANTONIO,BEXAR,TX,78213,SNA,14/09/2004,19/01/1999,29.48869557,-98.526073
TLACYCA,THEO LACY FACILITY,501 THE CITY DRIVE SOUTH,ORANGE,ORANGE,CA,92868,LOS,4/11/17,9/8/10,33.78267075,-117.8886173
THOMAKS,THOMAS COUNTY JAIL,225 N. COURT,COLBY,THOMAS,KS,67701,CHI,22/11/2005,15/03/1994,30.836775,-83.962325
TXSJHAV,THOMAS HAVINS SA (TH/82),"500 FM 45 East, Brownwood, TX 76801",BROWNWOOD,BROWN,TX,76801,SNA,,,31.655693,-98.973254
BOPTRV,THREE RIVERS FEDERAL CORRECTIONAL INSTITUTE,"TX-72, Three Rivers, TX 78071","THREE RIVERS,",LIVE OAK,TX,78071,SNA,8/3/12,21/02/1990,28.481633,-98.15741
THURSWA,THURSTON COUNTY CORRECTIONAL CENTER,2000 LAKERIDGE DRIVE SW,OLYMPIA,THURSTON,WA,98502,SEA,,,47.0306237,-122.9130487
THURSNE,THURSTON COUNTY JAIL,106 5TH STREET,PENDER,THURSTON,NE,68047,SPM,16/12/2002,9/8/00,42.113926,-96.708578
TILLCOR,TILLAMOOK COUNTY JAIL,201 LAURAL AVENUE,TILLAMOOK,TILLAMOOK,OR,97141,SEA,17/06/2004,31/08/1998,45.456872,-123.841525
TIOGANY,TIOGA COUNTY JAIL,103 CORPORATE DRIVE,OWEGO,TIOGA,NY,13827,BUF,23/04/2014,1/6/88,42.14256923,-76.26560823
TITUSTX,TITUS COUNTY JAIL,304 SOUTH VAN BUREN AVENUE,MT. PLEASANT,TITUS,TX,75455,DAL,26/10/2017,26/07/2017,33.154341,-94.970619
TGREETX,TOM GREEN COUNTY JAIL,122 WEST HARRIS AVENUE,SAN ANGELO,TOM GREEN,TX,76903,DAL,12/10/17,8/6/07,31.46284488,-100.4400894
SANTACR,TONY ESTRADA LAW ENFORCEMENT CENTER,2170 NORTH CONGRESS DRIVE,NOGALES,SANTA CRUZ,AZ,85621,PHO,,,31.36975914,-110.9403304
TOOELUT,TOOELE COUNTY JAIL,47 SOUTH MAIN STREET,TOOELE,TOOELE,UT,84074,SLC,4/11/17,8/10/96,40.53024984,-112.2984163
TOOLEMT,TOOLE COUNTY DETENTION FACILITY,235 DEER LODGE AVENUE,SHELBY,TOOLE,MT,59474,SLC,30/08/2017,30/01/1991,48.50713249,-111.8561354
TOORANM,TORRANCE COUNTY DETENTION FACILITY,COUNTY ROAD 49,ESTANCIA,TORRANCE,NM,87016,ELP,1/6/17,14/03/2001,34.767387,-106.018496
TRAILND,TRAIL COUNTY JAIL,118 WEST CALEDONIA AVENUE,HILLSBORO,TRAILL,ND,58045,SPM,13/11/2007,5/8/97,47.40316843,-97.06404871
TRAVITX,TRAVIS CITY JAIL,500 W. 10th St. Austin Texas 78701,AUSTIN,TRAVIS,TX,78701,SNA,23/09/2007,5/5/92,30.273317,-97.746124
TRENTMI,TRENTON CITY JAIL,2872 WEST JEFFERSON,TRENTON,WAYNE,MI,48183,DET,30/11/1999,24/07/1995,42.13981,-83.178664
TRICOIL,TRI-COUNTY DETENTION CENTER,1026 SHAWNEE COLLEGE ROAD,ULLIN,PULASKI,IL,62992,CHI,6/3/16,28/05/1999,37.272085,-89.175133
TRUMBOH,TRUMBULL COUNTY JAIL,"605 PANTHER AVE., SE",WARREN,TRUMBULL,OH,44483,DET,15/02/2005,11/4/03,41.24254313,-80.80687029
BOPTCN,TUCSON FEDERAL CORRECTIONAL INSTITUTE,8901 SOUTH WILMOT ROAD,TUCSON,PIMA,AZ,85706,PHO,18/03/2016,11/3/88,32.1896869,-110.8578214
TUCHOLD,TUCSON INS HOLD ROOM,6431 SOUTH COUNTRY CLUB ROAD,TUCSON,PIMA,AZ,85706,PHO,1/11/17,1/10/85,32.1353209,-110.9260223
TULCOOK,TULSA COUNTY JAIL (DAVID L. MOSS JUSTICE CTR),300 NORTH DENVER AVENUE,TULSA,TULSA,OK,74103,DAL,4/11/17,22/10/1990,36.1572816,-95.99901266
TGKJLFL,TURNER GUILFORD KNIGHT (TGK) JAIL,7000 NW 41ST ST.,MIAMI,MIAMI-DADE,FL,33166,MIA,10/9/04,5/1/00,25.8111329,-80.3108541
TUSCAOH,TUSCARAWAS COUNTY JAIL,2295 REISER AVENUE,NPHILADELPHIA,TUSCARAWAS,OH,44663,DET,15/07/2005,18/07/1986,40.456576,-81.404661
TFALLID,TWIN FALLS COUNTY ADULT DETENTION FACILITY,425 SHOSHONE STREET NORTH,TWIN FALLS,TWIN FALLS,ID,83301,SLC,29/05/2017,19/01/1994,42.55835367,-114.4668514
TFIHOLD,TWIN FALLS HOLD ROOM,2496 ADDISON AVENUE EAST,TWIN FALLS,TWIN FALLS COUNTY,ID,83301,SLC,25/07/2017,25/07/2017,42.5631215,-114.4790992
DETHOLD,"U.S. IMMIGRATION, DETROIT",333 MT. ELLIOT AVE,DETROIT,WAYNE,MI,48207,DET,27/09/2017,10/6/91,42.4088147,-83.0379983
UINTAWY,UINTA COUNTY JAIL,77 COUNTY ROAD 109,EVANSTON,UINTA,WY,82930,DEN,23/06/2009,14/11/1995,41.26898,-110.921048
UINTCUT,UINTAH COUNTY JAIL,204 EAST 100 NORTH,VERNAL,UINTAH,UT,84078,SLC,7/9/11,15/02/2002,40.4571043,-109.5254718
NYULSTC,ULSTER CORRECTIONAL FACILITY,750 BERME RD,NAPANOCH,ULSTER,NY,12458,NYC,,,41.74366,-74.355587
ULSCONY,ULSTER COUNTY JAIL KINGSTON,61 GOLDEN HILL DR,KINGSTON,ULSTER,NY,12401,BUF,18/05/2004,5/5/03,41.91793823,-74.01729682
UMATCOR,UMATILLA COUNTY JAIL,4700 NORTHWEST PIONEER PLACE,PENDLETON,UMATILLA,OR,97801,SEA,30/08/2016,18/06/1991,45.674301,-118.84931
DUTCHAK,UNALASKA CITY JAIL,29 SAFETY WAY,UNALASKA,ALEUTIANS WEST,AK,99685,SEA,25/01/2009,14/11/1995,53.87130458,-166.5411784
UNIONNM,UNION COUNTY DETENTION CENTER,200 COURT STREET,CLAYTON,UNION,NM,88415,ELP,15/10/2009,1/7/09,36.448189,-103.190784
UNIONSD,UNION COUNTY JAIL,"209 E Main St #250, Elk Point, SD 57025",ELK POINT,UNION,SD,57025,SPM,29/08/2017,29/04/1998,42.685396,-96.682676
UNIONIA,UNION COUNTY JAIL,302 NORTH PINE STREET,CRESTON,UNION,IA,50801,SPM,19/12/2002,22/04/1999,41.05982373,-94.36159702
UMIAHFL,UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVENUE,MIAMI,DADE,FL,33136,MIA,15/08/2017,4/8/17,25.78841925,-80.2163433
UPSHUTX,UPSHUR COUNTY JAIL,405 N. TITUS,GILMER,UPSHUR,TX,75644,DAL,26/09/2006,15/05/2000,32.73193833,-94.94437627
UPSTANY,UPSTATE UNIVERSITY HOSPITAL,750 E ADAMS ST # 5142,SYRACUSE,ONONDAGA,NY,13210,BUF,11/7/11,7/7/11,43.042638,-76.140378
SPMHOLD,US INS/DETENTION & DEPORTATION,2901 METRO DRIVE STE 100,BLOOMINGTON,HENNEPIN,MN,55425,SPM,15/08/2017,25/07/1989,44.860123,-93.230675
USMCO,US MARSHALS (COLORADO),901 19TH STREET,DENVER,DENVER,CO,80294,DEN,25/02/2008,18/08/2006,39.7480397,-104.9886959
USMMD,US MARSHALS (MARYLAND),101 WEST LOMBARD STREET,BALTIMORE,BALTIMORE CITY,MD,21201,BAL,,,39.2874705,-76.6164649
USMOR,US MARSHALS (OREGON),US MARSHAL'S OFFICE,PORTLAND,MULTNOMAH,OR,97204,SEA,,,45.51611,-122.67626
USMS3TX,"US MARSHALS (SOUTH DISTRICT, TEXAS)","BENTSEN TOWER, 1701 W BUS HWY 83",MCALLEN,HIDALGO,TX,78501,SNA,2/5/16,26/06/2005,26.204134,-98.238362
USMWDTN,US MARSHALS (WEST TENNESSEE DISTRICT),167 NORTH MAIN STREET,MEMPHIS,SHELBY,TN,38103,NOL,,,35.14941617,-90.05124534
USMW1TX,"US MARSHALS (WESTERN DISTRICT, TEXAS)","655 E. DURANGO BLVD, STE 235",SAN ANTONIO,BEXAR,TX,78206,SNA,16/04/2007,29/03/2007,29.412854,-98.477603
USMSDFL,US MARSHALS DISTRICT,205 FEDERAL COURTHOUSE SQUARE,MIAMI,MIAMI-DADE,FL,33128,MIA,2/6/10,23/08/1996,25.778364,-80.194558
USMMDNC,US MARSHALS MIDDLE DISTRICT,324 W. MARKET ST. ROOM 234,GREENSBORO,GUILFORD,NC,27401,ATL,,,36.073248,-79.793452
USMSDMS,"US MARSHALS, S. DISTRICT, MS",504 EAST COURT STREET,JACKSON,HINDS COUNTY,MS,39201,NOL,,,32.29535235,-90.18233068
USMVT,"US MARSHALS, VERMONT",UNAVAILABLE,BURLINGTON,CHITTENDEN,VT,5401,BOS,24/08/2015,9/2/10,44.480721,-73.213906
USMWDLA,"US MARSHALS, W.D. L.A.",300 FANIN ST. #1202,SHREVEPORT,CADDO PARISH,LA,71101,NOL,,,32.515997,-93.75043
BOPTCP,US PENITENTIARY TUCSON,9300 SOUTH WILMOT ROAD,TUCSON,PIMA,AZ,85706,PHO,21/08/2011,5/7/11,32.08037954,-110.858058
BOPCAA,USP CANAAN,3057 EASTON TURNPIKE,WAYMART,WAYNE,PA,18472,PHI,22/10/2017,2/9/09,41.564966,-75.420385
UTAHCUT,UTAH COUNTY JAIL,3075 NORTH MAIN STREET,SPANISH FORK,UTAH,UT,84660,SLC,6/12/16,1/3/93,40.14825555,-111.6569065
VALVETX,VAL VERDE CORRECTIONAL FACILITY,253 FARM TO MARKET 2523,DEL RIO,VAL VERDE,TX,78840,SNA,4/11/17,10/2/99,29.373265,-100.847867
VALJUTX,VAL VERDE COUNTY JUVENILE,200 GRINER,DEL RIO,VAL VERDE,TX,78840,SNA,7/2/11,19/08/2010,29.356175,-100.899824
VBHOSTX,VALLEY BAPTIST HOSPITAL,2101 PEASE ST,HARLINGEN,CAMERON,TX,78550,SNA,4/11/17,5/3/97,26.17524635,-97.67025575
VANBUMI,VAN BUREN COUNTY JAIL (MICHIGAN),205 SOUTH KALAMAZOO,KALAMAZOO,VAN BUREN,MI,49079,DET,11/11/03,4/6/91,42.216279,-85.890688
VNBRNMI,VAN BUREN TOWNSHIP POLICE DEPARTMENT,46425 TYLER ROAD,BELLEVILLE,WAYNE,MI,48111,DET,7/2/10,17/04/2001,42.233207,-83.494673
VANCCO,VAN CISE SIMONET DETENTION CENTER,490 COLFAX STREET,DENVER,DENVER,CO,80202,DEN,,,39.7392141,-104.993557
VRK,VARICK STREET DETENTION CENTER,201 VARICK STREET,NEW YORK,NEW YORK,NY,10014,NYC,2/11/17,1/1/83,40.72829055,-74.00626961
PRVEGAL,VEGA ALTA DETENTION,"BO. ESPINOSA CARR. #2, KM 2.4",VEGA ALTA,VEGA ALTA,PR,692,MIA,,,,
VENTUCA,VENTURA COUNTY JAIL,800 SOUTH VICTORIA AVENUE,VENTURA,VENTURA,CA,93009,LOS,1/11/17,10/6/91,34.26755765,-119.2107845
VENHOLD,VENTURA CUSTODY CASE,275 SKYWAY DRIVE,CAMARRILLO,VENTURA,CA,93010,LOS,3/11/17,9/5/01,34.206389,-119.077197
VERMILA,VERMILLION PARISH JAIL,"14202 SAVORY ROAD, PO BOX 307",ABBEVILLE,VERMILLION,LA,70511,NOL,26/09/2002,19/12/1987,29.947055,-92.092147
VVGMCCA,VICTOR VALLEY GLOBAL MED CENTER,15248 ELEVENTH STREET,VICTORVILLE,COUNTY,CA,92395,LOS,4/11/17,19/06/2014,34.527953,-117.293781
VICTOTX,VICTORIA COUNTY JAIL,101 NORTH GLASS STREET,VICTORIA,VICTORIA,TX,77901,HOU,24/06/2001,2/12/94,28.8005408,-97.00854716
VIRBEVA,VIRGINIA BEACH,2501 JAMES MADISON BOULEVARD,VIRGINIA BEACH,VIRGINIA BEACH CITY,VA,23456,WAS,10/10/17,19/08/1994,36.753146,-76.060064
VADCORR,VIRGINIA DEPARTMENT OF CORRECTIONS (RICHMOND),6900 ATMORE DRIVE,RICHMOND,HENRICO,VA,23225,WAS,7/5/02,25/11/1992,37.504516,-77.525142
VPREGVA,VIRGINIA PENINSULA REGIONAL JAIL,9320 MERRIMAC TRAIL,WILLIAMSBURG,JAMES CITY,VA,23185,WAS,4/11/17,22/10/1997,37.259815,-76.670935
VISTACA,VISTA DETENTION FACILITY,VISTA COUNTY JAIL,VISTA,SAN DIEGO,CA,92083,SND,11/8/17,5/6/09,33.192194,-117.256901
WCCSDCA,WACKENHUT CORRECTIONS CORPORATION OF AMERICA,WESTERN REG DET FAC 220 WEST C ST,SAN DIEGO,SAN DIEGO,CA,92101,SND,15/09/2015,17/02/2002,32.717065,-117.165104
WCTHOLD,WACO DRO HOLD ROOM,800 FRANKLIN AVENUE,WACO,MCLENNAN,TX,76701,SNA,4/9/17,10/9/10,31.553515,-97.133522
WAKECNC,WAKE COUNTY SHERIFF DEPARTMENT,330 SOUTH SALISBURY STREET,RALEIGH,WAKE,NC,27601,ATL,4/11/17,23/09/2008,35.777722,-78.6402216
WAKULFL,WAKULLA COUNTY JAIL,15 OAK STREET,CRAWFORDVILLE,WAKULLA,FL,32327,MIA,4/11/17,6/1/99,30.19608881,-84.37692095
WALDOME,WALDO COUNTY JAIL,19 CONGRESS STREET,BELFAST,WALDO,ME,4915,BOS,20/12/2005,20/12/2005,44.40603124,-69.00432653
WALKEGA,WALKER COUNTY JAIL,105 SOUTH DUKE STREET,LAFAYETTE,WALKER,GA,30728,ATL,12/3/03,3/1/01,34.70454677,-85.28081662
WALKETX,WALKER COUNTY JAIL,751 FM 2821 RD W,HUNTSVILLE,WALKER,TX,77320,HOU,2/10/02,20/07/1990,30.74208485,-95.53325594
WALSHND,WALSH COUNTY JAIL,638 COOPER AVENUE,GRAFTON,WALSH,ND,58237,SPM,12/12/11,19/11/1997,48.41792857,-97.40538384
MIWPRPH,WALTER REUTHER PSYCHIATRIC CENTER,30901 PALMER ROAD,WESTLAND,COUNTY,MI,48186,DET,11/2/14,15/11/2013,42.29655473,-83.34578967
WALWOWI,WALWORTH COUNTY JAIL,1770 COUNTY ROAD NN,ELKHORN,WALWORTH,WI,53121,CHI,3/8/12,7/8/92,42.663594,-88.499621
WAPLOIA,WAPELLO COUNTY JAIL,330 2ND STREET WEST,OTTUMWA,WAPELLO,IA,52501,SPM,16/01/2003,8/2/01,41.020869,-92.41553
WARCOTX,WARD COUNTY JAIL,300 EAST 4TH,MONAHANS,WARD,TX,79756,ELP,3/4/15,11/3/97,31.592471,-102.889754
WARDCND,WARD COUNTY JAIL,"315 3rd St SE, Minot, ND 58701",MINOT,WARD,ND,58701,SPM,18/10/2017,12/10/96,48.232976,-101.287401
WARREMO,WARREN COUNTY JUSTICE CENTER,104 W. MAIN,WARRENTON,WARREN,MO,63383,CHI,14/05/2004,5/8/98,38.810906,-91.149336
WARREKY,WARREN COUNTY REGIONAL,439 TENTH STREET,BOWLING GREEN,WARREN,KY,42101,CHI,13/06/2006,12/12/97,36.962433,-86.427106
WASATUT,WASATCH COUNTY JAIL,1361 SOUTH UNITED STATES HIGHWAY 40,HEBER,WASATCH,UT,84032,SLC,8/1/08,23/07/1996,40.490702,-111.409124
BOPWAS,WASECA FEDERAL CORRECTIONAL INSTITUTE,1000 UNIVERSITY DRIVE S.W.,WASECA,WASECA,MN,56093,SPM,13/03/2005,2/9/98,44.067267,-93.517236
WASHAWY,WASHAKIE COUNTY JAIL,100 NORTH 10TH STREET,WORLAND,WASHAKIE,WY,82401,DEN,26/06/2008,10/9/92,44.016954,-107.955651
WASHINE,WASHINGTON CO JAIL (BLAIR),1555 COLFAX STREET,BLAIR,WASHINGTON,NE,68008,SPM,13/03/2003,10/2/97,41.5406519,-96.13536694
WASHIPA,WASHINGTON COUNTY,100 WEST CHERRY AVENUE,WASHINGTON,WASHINGTON,PA,15301,PHI,5/9/05,26/05/1996,40.169587,-80.247893
WAJUVMN,WASHINGTON COUNTY,14900 NORTH 612ST STREET,STILLWATER,WASHINGTON,MN,55082,SPM,22/03/2005,6/3/97,45.03784,-92.801411
WASHIMD,WASHINGTON COUNTY,500 WESTERN MARYLAND PARKWAY,HAGERSTOWN,WASHINGTON,MD,21740,BAL,,,39.63705804,-77.76627425
WASHIAR,WASHINGTON COUNTY DETENTION CENTER,1155 WEST CLYDESDALE DRIVE,FAYETTEVILLE,WASHINGTON,AR,72701,NOL,27/01/2010,24/07/1997,36.0335036,-94.17710882
WAJAIMN,WASHINGTON COUNTY JAIL,14900 NORTH 612ST. STREET,STILLWATER,WASHINGTON,MN,55082,SPM,4/11/17,16/02/1997,45.03786,-92.801712
WASHICO,WASHINGTON COUNTY JAIL,26861 UNITED STATES HIGHWAY 34,AKRON,WASHINGTON,CO,80720,DEN,19/03/2017,5/7/06,40.158087,-103.192253
WASHIME,WASHINGTON COUNTY JAIL,83 COURT STREET,MACHIAS,WASHINGTON,ME,4654,BOS,8/3/11,1/8/95,44.71588969,-67.45938013
WASCONY,WASHINGTON COUNTY JAIL,339 BROADWAY,FORT EDWARD,WASHINGTON,NY,12865,BUF,9/9/15,26/10/1989,43.282203,-73.58658719
WASHCIA,WASHINGTON COUNTY JAIL,2179 LEXINGTON BOULEVARD,WASHINGTON,WASHINGTON,IA,52353,SPM,1/7/02,26/06/2002,41.31279986,-91.72466343
WASHCUT,WASHINGTON COUNTY JAIL (PURGATORY CORRECTIONAL FAC,750 SOUTH 5400 WEST,HURRICANE,WASHINGTON,UT,84737,SLC,4/11/17,12/2/02,37.158273,-113.412336
WASHOLD,WASHINGTON FIELD OFFICE,2675 PROSPERITY AVE.,FAIRFAX,FAIRFAX,VA,22031,WAS,20/10/2017,7/2/05,38.8807191,-77.2291803
WASHONV,WASHOE COUNTY JAIL,911 PARR BOULEVARD,RENO,WASHOE,NV,89512,SLC,4/11/17,12/8/93,39.572885,-119.8106322
WASHTMI,"WASHTENAW COUNTY JAIL (ANN ARBOR, MICHIGAN)",2201 HOGBACK ROAD,ANN ARBOR,STEVENS,MI,48105,DET,30/05/2016,13/07/1990,42.255773,-83.678579
WSYOUMI,WASHTENAW COUNTY YOUTH FACILITY,2270 PLATT RD,ANN ARBOR,WASHTENAW,MI,48104,DET,22/07/2007,30/05/2006,42.25465111,-83.70044665
WAUKEIL,WAUKEGAN CITY JAIL,420 ROBERT SABONJIAN STREET,WAUKEGAN,LAKE,IL,60085,CHI,18/01/2005,17/12/1991,42.36101864,-87.83477609
WAUKEWI,WAUKESHA COUNTY JAIL,515 WEST MORELAND,WAUKESHA,WAUKESHA,WI,53186,CHI,8/2/06,8/1/86,43.02452089,-88.23054055
WAYNENY,WAYNE COUNTY JAIL,7368 STATE ROUTE 31,LYONS,WAYNE,NY,14489,BUF,1/3/17,20/01/1995,43.06726931,-77.03098777
WAYNEOH,WAYNE COUNTY JAIL,201 WEST NORTH STREET,WOOSTER,WAYNE,OH,44691,DET,9/6/03,18/04/2002,40.799209,-81.942459
WEBCOTX,WEBB COUNTY (SHERIFF) JAIL,902 VICTORIA STREET,LAREDO,WEBB,TX,78040,SNA,20/05/2007,1/4/88,27.50793225,-99.50475771
WEBDCTX,WEBB COUNTY DETENTION CENTER (CCA),9998 SOUTH HIGHWAY 83,LAREDO,WEBB,TX,78046,SNA,4/11/17,2/11/16,27.370089,-99.489808
WEBERUT,WEBER COUNTY JAIL,721 WEST 12TH STREET,OGDEN,WEBER,UT,84404,SLC,14/02/2013,4/10/94,41.2400904,-111.9932984
WELDJCO,WELD COUNTY JAIL,2110 O STREET,GREELEY,WELD,CO,80631,DEN,23/03/2008,16/05/1991,40.45196636,-104.7132707
WBATOLA,WEST BATON ROUGE DETENTION CENTER,1150 NORTHWEST DRIVE,PORT ALLEN,WEST BATON ROUGE,LA,70767,NOL,30/04/2009,30/07/1998,30.500795,-91.215863
WCJUVOH,WEST CENTRAL JUVENILE,2044 N COUNTY ROAD 25A,TROY,MIAMI,OH,45373,DET,1/9/03,21/09/1999,40.0557223,-84.2131761
WOAKSTX,WEST OAKS HOSPITAL,3814 UNIVERSITY BOULEVARD,HOUSTON,HARRIS,TX,77005,HOU,26/02/2014,25/08/2000,29.711436,-95.4009096
